create_date,document_type,filing_document_id,url,edgar_filing_id,filing_agent_id,filing_agent_name,filing_date,filing_description,filing_id,filing_type_id,filing_type_mnemonic,link_to_detail_page,received_date,report_person_id,report_person_name,stock_exchange,stock_symbol
/Date(1537466379143-0500)/,CONVPDF,5040133,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/933d99d9-34e2-4ed4-8397-1ba6e120bca6.pdf,1602521,93023,BOWNE OF PHOENIX INC,2002-06-27T00:00:00Z,Amended Current report filing,1912760,136,8-K/A,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=1912760,06/27/2002 07:05:43,NA,NA,CIK,0001069183
/Date(1537466379630-0500)/,CONVPDF,5040139,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/fc693d33-efa4-4bf5-904d-1e09c5390a5d.pdf,1602522,93023,BOWNE OF PHOENIX INC,2002-06-10T00:00:00Z,Current report filing,1897301,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=1897301,06/10/2002 07:10:08,NA,NA,CIK,0001069183
/Date(1537466376983-0500)/,CONVPDF,5039805,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/9b8ba65a-c902-4115-badc-d42b5df3a7c6.pdf,1602465,93023,BOWNE OF PHOENIX INC,2003-10-20T00:00:00Z,Current report filing,2540433,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2540433,10/20/2003 15:06:01,NA,NA,CIK,0001069183
/Date(1537466377510-0500)/,CONVPDF,5039893,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/e2a0c05e-0276-4295-b1e4-ea3b3b885787.pdf,1602480,93023,BOWNE OF PHOENIX INC,2003-07-21T00:00:00Z,Current report filing,2394854,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2394854,07/21/2003 15:05:48,NA,NA,CIK,0001069183
/Date(1537466377557-0500)/,CONVPDF,5039899,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/1929da46-e1dd-46f0-a651-90980fde5a0f.pdf,1602481,93023,BOWNE OF PHOENIX INC,2003-06-30T00:00:00Z,Current report filing,2363666,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2363666,06/30/2003 10:03:43,NA,NA,CIK,0001069183
/Date(1537466378160-0500)/,CONVPDF,5039994,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/bc22dc6d-386d-4d0b-a2ca-e7c78609bc2f.pdf,1602497,93023,BOWNE OF PHOENIX INC,2003-04-22T00:00:00Z,Current report filing,2260927,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2260927,04/22/2003 07:01:27,NA,NA,CIK,0001069183
/Date(1537466374157-0500)/,CONVPDF,5039372,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/8cdd3958-554a-4665-9b85-01acb235e887.pdf,1602392,61160,BOWNE OF DETROIT INC,2004-11-08T00:00:00Z,Current report filing,3267255,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3267255,11/08/2004 13:31:38,NA,NA,CIK,0001069183
/Date(1537466374853-0500)/,CONVPDF,5039408,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/01a7c8a8-8733-4eb3-8ffe-8dcc69592e1b.pdf,1602398,61160,BOWNE OF DETROIT INC,2004-10-19T00:00:00Z,Current report filing,3228247,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3228247,10/19/2004 07:01:16,NA,NA,CIK,0001069183
/Date(1537466375080-0500)/,CONVPDF,5039450,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/44809c22-fa71-47e9-80a4-e34b4fd772f2.pdf,1602405,61160,BOWNE OF DETROIT INC,2004-07-20T00:00:00Z,Current report filing,3074423,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3074423,07/20/2004 05:10:39,NA,NA,CIK,0001069183
/Date(1537466375207-0500)/,CONVPDF,5039468,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/ebcdc06a-d972-4728-882c-c4f4714ce9de.pdf,1602408,93023,BOWNE OF PHOENIX INC,2004-06-24T00:00:00Z,Current report filing,3035728,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3035728,06/24/2004 16:31:19,NA,NA,CIK,0001069183
/Date(1537466375510-0500)/,CONVPDF,5039515,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/3a7bde68-cb7c-44b2-ae83-2b898823d889.pdf,1602416,61160,BOWNE OF DETROIT INC,2004-04-20T00:00:00Z,Current report filing,2905095,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2905095,04/20/2004 05:02:40,NA,NA,CIK,0001069183
/Date(1537466375550-0500)/,CONVPDF,5039521,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/bd16f3cc-90ba-4e00-aef6-b514e8733223.pdf,1602417,93023,BOWNE OF PHOENIX INC,2004-04-16T00:00:00Z,Current report filing,2902594,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2902594,04/16/2004 16:26:26,NA,NA,CIK,0001069183
/Date(1537466376087-0500)/,CONVPDF,5039668,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/9cfb7773-c28e-4dd3-bdfb-81d373b3e14c.pdf,1602442,93023,BOWNE OF PHOENIX INC,2004-02-06T00:00:00Z,Current report filing,2739100,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2739100,02/06/2004 12:54:48,NA,NA,CIK,0001069183
/Date(1537466376120-0500)/,CONVPDF,5039674,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/f52ef200-bfe5-4bdd-975e-e99556f28be0.pdf,1602443,93023,BOWNE OF PHOENIX INC,2004-02-02T00:00:00Z,Current report filing,2725792,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2725792,02/02/2004 15:32:41,NA,NA,CIK,0001069183
/Date(1537466376180-0500)/,CONVPDF,5039680,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/62c1a3f2-81c0-420c-92ac-d9277eed0f83.pdf,1602444,93023,BOWNE OF PHOENIX INC,2004-01-23T00:00:00Z,Current report filing,2708400,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=2708400,01/23/2004 15:20:40,NA,NA,CIK,0001069183
/Date(1537466371263-0500)/,CONVPDF,5039013,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/0dd00286-232f-4c06-b20c-92c884e7449a.pdf,1602331,61160,BOWNE OF DETROIT INC,2005-11-25T00:00:00Z,Current report filing,4039121,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4039121,11/25/2005 08:19:07,NA,NA,CIK,0001069183
/Date(1537466371293-0500)/,CONVPDF,5039019,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/a0e75d2e-ee4c-42e0-8f0c-8b271080574f.pdf,1602332,93023,BOWNE OF PHOENIX INC,2005-11-15T00:00:00Z,Current report filing,4021638,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4021638,11/15/2005 15:42:03,NA,NA,CIK,0001069183
/Date(1537466371403-0500)/,CONVPDF,5039036,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/df786408-b8f3-4e61-b9cb-70d834c85604.pdf,1602335,61160,BOWNE OF DETROIT INC,2005-10-26T00:00:00Z,Current report filing,3973483,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3973483,10/26/2005 06:45:56,NA,NA,CIK,0001069183
/Date(1537466371440-0500)/,CONVPDF,5039042,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/f7f46f13-ce13-4698-83ec-d29a11a57b84.pdf,1602336,93023,BOWNE OF PHOENIX INC,2005-09-15T00:00:00Z,Current report filing,3912406,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3912406,09/15/2005 15:41:22,NA,NA,CIK,0001069183
/Date(1537466371813-0500)/,CONVPDF,5039054,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/c2c79e77-1731-46fd-a082-7b1820a35607.pdf,1602338,93023,BOWNE OF PHOENIX INC,2005-07-20T00:00:00Z,Current report filing,3798648,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3798648,07/20/2005 06:59:10,NA,NA,CIK,0001069183
/Date(1537466372013-0500)/,CONVPDF,5039084,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/444cad08-a54a-4a5f-845e-5deb6081cf21.pdf,1602343,93023,BOWNE OF PHOENIX INC,2005-05-24T00:00:00Z,Current report filing,3700729,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3700729,05/24/2005 12:13:33,NA,NA,CIK,0001069183
/Date(1537466372587-0500)/,CONVPDF,5039167,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/91c3bf9a-5b01-41b0-86f4-cc729e8afbc5.pdf,1602357,93023,BOWNE OF PHOENIX INC,2005-04-20T00:00:00Z,Current report filing,3616298,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3616298,04/20/2005 16:24:16,NA,NA,CIK,0001069183
/Date(1537466372633-0500)/,CONVPDF,5039173,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/f25895e0-bb34-4654-a960-5ea084ea1d81.pdf,1602358,61160,BOWNE OF DETROIT INC,2005-04-19T00:00:00Z,Current report filing,3611833,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3611833,04/19/2005 05:14:26,NA,NA,CIK,0001069183
/Date(1537466372780-0500)/,CONVPDF,5039186,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/ef35011d-0a3b-40aa-abf7-d9d1373edba2.pdf,1602361,93023,BOWNE OF PHOENIX INC,2005-04-01T00:00:00Z,Current report filing,3582541,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3582541,04/01/2005 15:44:40,NA,NA,CIK,0001069183
/Date(1537466372917-0500)/,CONVPDF,5039198,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/151d7770-e786-40b8-9b70-f0cf240d68fd.pdf,1602363,61160,BOWNE OF DETROIT INC,2005-03-21T00:00:00Z,Current report filing,3551954,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3551954,03/21/2005 14:47:33,NA,NA,CIK,0001069183
/Date(1537466373480-0500)/,CONVPDF,5039276,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/9805ad88-4381-417e-8fd0-dd805a51e8aa.pdf,1602376,61160,BOWNE OF DETROIT INC,2005-02-08T00:00:00Z,Current report filing,3446699,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3446699,02/08/2005 14:32:07,NA,NA,CIK,0001069183
/Date(1537466373520-0500)/,CONVPDF,5039282,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/b354c273-188d-4044-98de-518645f52cac.pdf,1602377,93023,BOWNE OF PHOENIX INC,2005-01-10T00:00:00Z,Current report filing,3387503,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=3387503,01/10/2005 06:45:16,NA,NA,CIK,0001069183
/Date(1537466370117-0500)/,CONVPDF,5038797,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/bdc53129-70ab-43ba-977e-8eb68f9ee544.pdf,1602295,93023,BOWNE OF PHOENIX INC,2006-12-20T00:00:00Z,Current report filing,4835993,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4835993,12/20/2006 15:40:51,NA,NA,CIK,0001069183
/Date(1537466369720-0500)/,CONVPDF,5038803,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/96fc85f9-c7e0-47d2-889f-d2066672e28e.pdf,1602296,93023,BOWNE OF PHOENIX INC,2006-11-14T00:00:00Z,Amended Current report filing,4765408,136,8-K/A,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4765408,11/14/2006 12:32:29,NA,NA,CIK,0001069183
/Date(1537466370253-0500)/,CONVPDF,5038815,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/906652d3-2318-42ab-8cf8-7282820264bd.pdf,1602298,93023,BOWNE OF PHOENIX INC,2006-11-06T00:00:00Z,Current report filing,4744100,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4744100,11/06/2006 14:53:43,NA,NA,CIK,0001069183
/Date(1537466370287-0500)/,CONVPDF,5038821,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/85efef55-99e1-46ed-aab6-a764a57dcf8c.pdf,1602299,61160,BOWNE OF DETROIT INC,2006-10-25T00:00:00Z,Current report filing,4717659,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4717659,10/25/2006 07:00:47,NA,NA,CIK,0001069183
/Date(1537466370320-0500)/,CONVPDF,5038827,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/03019b75-9a13-4c6c-b8ef-7244657aab9a.pdf,1602300,61160,BOWNE OF DETROIT INC,2006-08-30T00:00:00Z,Current report filing,4629467,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4629467,08/30/2006 07:00:44,NA,NA,CIK,0001069183
/Date(1537466370403-0500)/,CONVPDF,5038839,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/13892844-e995-43d6-b665-7aacb87770c9.pdf,1602302,61160,BOWNE OF DETROIT INC,2006-07-26T00:00:00Z,Current report filing,4551905,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4551905,07/26/2006 07:00:47,NA,NA,CIK,0001069183
/Date(1537466370443-0500)/,CONVPDF,5038845,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/b7cac521-77af-4065-8154-93cf06897b20.pdf,1602303,93023,BOWNE OF PHOENIX INC,2006-07-05T00:00:00Z,Current report filing,4517005,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4517005,07/05/2006 12:40:31,NA,NA,CIK,0001069183
/Date(1537466370063-0500)/,CONVPDF,5038851,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/f45bb5d7-0ed1-4f49-a825-9c4eea7988e7.pdf,1602304,93023,BOWNE OF PHOENIX INC,2006-06-29T00:00:00Z,Current report filing,4509076,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4509076,06/29/2006 15:17:47,NA,NA,CIK,0001069183
/Date(1537466370820-0500)/,CONVPDF,5038887,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/110098dc-c980-4421-a005-e745a1e657fa.pdf,1602310,93023,BOWNE OF PHOENIX INC,2006-05-19T00:00:00Z,Current report filing,4435355,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4435355,05/19/2006 15:28:46,NA,NA,CIK,0001069183
/Date(1537466370937-0500)/,CONVPDF,5038905,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/6c684ad1-29d2-4a0f-8ddf-036dbfdb57b5.pdf,1602313,93023,BOWNE OF PHOENIX INC,2006-05-16T00:00:00Z,Current report filing,4426652,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4426652,05/16/2006 15:39:57,NA,NA,CIK,0001069183
/Date(1537466371057-0500)/,CONVPDF,5038923,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/a3c17483-ccc1-4db8-9b13-3178a9d67341.pdf,1602316,61160,BOWNE OF DETROIT INC,2006-04-26T00:00:00Z,Current report filing,4363802,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4363802,04/26/2006 07:01:14,NA,NA,CIK,0001069183
/Date(1537466371320-0500)/,CONVPDF,5038953,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/2aa2e1ab-c2a3-4ed1-86c8-5fc026d88f3f.pdf,1602321,93023,BOWNE OF PHOENIX INC,2006-02-22T00:00:00Z,Current report filing,4227556,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4227556,02/22/2006 07:01:00,NA,NA,CIK,0001069183
/Date(1537466368820-0500)/,CONVPDF,5038589,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/9d9fea0b-94cb-421c-908a-eea4cbb7b154.pdf,1602260,61160,BOWNE OF DETROIT INC,2007-10-24T00:00:00Z,Current report filing,5489759,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5489759,10/24/2007 07:01:33,NA,NA,CIK,0001069183
/Date(1537466369117-0500)/,CONVPDF,5038637,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/186fa9fa-d4df-487e-a9bc-1327e20e36ce.pdf,1602268,93023,BOWNE OF PHOENIX INC,2007-07-23T00:00:00Z,Current report filing,5313334,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5313334,07/23/2007 07:00:31,NA,NA,CIK,0001069183
/Date(1537466369687-0500)/,CONVPDF,5038733,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/b863a58b-5d1e-46ce-8cad-459da6e6c94d.pdf,1602284,93023,BOWNE OF PHOENIX INC,2007-05-24T00:00:00Z,Current report filing,5206263,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5206263,05/24/2007 16:25:27,NA,NA,CIK,0001069183
/Date(1537466369767-0500)/,CONVPDF,5038745,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/fc16e185-1115-4ffc-9738-7697497a5474.pdf,1602286,44538,RR DONNELLEY,2007-04-25T00:00:00Z,Current report filing,5120611,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5120611,04/25/2007 07:01:45,NA,NA,CIK,0001069183
/Date(1537466369830-0500)/,CONVPDF,5038757,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/9e51ab85-e4cf-4c96-896d-8d4419c38bc9.pdf,1602288,93023,BOWNE OF PHOENIX INC,2007-04-05T00:00:00Z,Current report filing,5088397,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5088397,04/05/2007 11:57:05,NA,NA,CIK,0001069183
/Date(1537466369907-0500)/,CONVPDF,5038769,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/1b18f4eb-37f5-460a-89e1-3e2a64520080.pdf,1602290,93023,BOWNE OF PHOENIX INC,2007-03-13T00:00:00Z,Current report filing,5030021,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5030021,03/13/2007 15:17:50,NA,NA,CIK,0001069183
/Date(1537466369957-0500)/,CONVPDF,5038775,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/f15217f3-b796-4830-bd97-35e332af403c.pdf,1602291,61160,BOWNE OF DETROIT INC,2007-02-21T00:00:00Z,Current report filing,4978517,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=4978517,02/21/2007 06:59:57,NA,NA,CIK,0001069183
/Date(1537466366573-0500)/,CONVPDF,5038307,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/01e9f127-100d-4a9c-853b-e5bb9b6063f3.pdf,1602213,44538,RR DONNELLEY,2008-10-28T00:00:00Z,Current report filing,6211441,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6211441,10/28/2008 07:01:20,NA,NA,CIK,0001069183
/Date(1537466366947-0500)/,CONVPDF,5038361,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/541a6f4c-c421-4e73-be86-05b7e32ca9ea.pdf,1602222,44538,RR DONNELLEY,2008-07-24T00:00:00Z,Current report filing,6057285,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6057285,07/24/2008 07:01:30,NA,NA,CIK,0001069183
/Date(1537466367670-0500)/,CONVPDF,5038481,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/d6a773ba-d4e7-4340-af9f-8d6ce45fb3e0.pdf,1602242,44538,RR DONNELLEY,2008-04-24T00:00:00Z,Current report filing,5880506,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5880506,04/24/2008 07:01:00,NA,NA,CIK,0001069183
/Date(1537466368467-0500)/,CONVPDF,5038535,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/56367499-45a8-4ebf-9a5f-d9da9bbd6d20.pdf,1602251,93023,BOWNE OF PHOENIX INC,2008-02-14T00:00:00Z,Current report filing,5724925,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=5724925,02/14/2008 07:01:57,NA,NA,CIK,0001069183
/Date(1537466365153-0500)/,CONVPDF,5038104,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/5256b980-c5e3-468b-8496-b00551e95d40.pdf,1602179,92625,DONNELLEY FINANCIAL SOLUTIONS,2009-10-22T00:00:00Z,Current report filing,6848673,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6848673,10/22/2009 07:01:07,NA,NA,CIK,0001069183
/Date(1537466365253-0500)/,CONVPDF,5038122,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/ccccfd33-8b89-44a6-8557-7278145550d6.pdf,1602182,92625,DONNELLEY FINANCIAL SOLUTIONS,2009-07-29T00:00:00Z,Current report filing,6716178,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6716178,07/29/2009 07:00:41,NA,NA,CIK,0001069183
/Date(1537466365283-0500)/,CONVPDF,5038128,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/7e0e920c-ef8d-441d-bcad-000e47847ef8.pdf,1602183,93023,BOWNE OF PHOENIX INC,2009-05-21T00:00:00Z,Current report filing,6621519,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6621519,05/21/2009 16:18:21,NA,NA,CIK,0001069183
/Date(1537466365837-0500)/,CONVPDF,5038140,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/d3d3a622-f8df-4c04-9822-8a650df25e87.pdf,1602185,44538,RR DONNELLEY,2009-04-23T00:00:00Z,Current report filing,6553820,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6553820,04/23/2009 07:01:47,NA,NA,CIK,0001069183
/Date(1537466365890-0500)/,CONVPDF,5038146,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/1fb3943b-8b57-44dd-a7a0-88900f3671d1.pdf,1602186,93023,BOWNE OF PHOENIX INC,2009-04-15T00:00:00Z,Current report filing,6543593,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6543593,04/15/2009 16:29:07,NA,NA,CIK,0001069183
/Date(1537466366090-0500)/,CONVPDF,5038176,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/baffc544-ff22-423e-9179-842883294d94.pdf,1602191,44538,RR DONNELLEY,2009-02-24T00:00:00Z,Current report filing,6433773,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=6433773,02/24/2009 07:01:01,NA,NA,CIK,0001069183
/Date(1537466364083-0500)/,CONVPDF,5037883,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/3d277a6d-dac8-4d57-830d-695118d633f5.pdf,1602141,92625,DONNELLEY FINANCIAL SOLUTIONS,2010-10-27T00:00:00Z,Current report filing,7517758,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=7517758,10/27/2010 07:00:54,NA,NA,CIK,0001069183
/Date(1537466363717-0500)/,CONVPDF,5037895,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001069183/a99a07c6-a4f7-4c0e-bd85-4e6d84b2eb25.pdf,1602143,92625,DONNELLEY FINANCIAL SOLUTIONS,2010-07-27T00:00:00Z,Current report filing,7374413,135,8-K,/financials/sec-filings/sec-filings-details/default.aspx?FilingId=7374413,07/27/2010 06:59:10,NA,NA,CIK,0001069183
